0.000000, -0.004153	 -0.008279, -0.012378	 -0.016440, -0.020475
-0.399533, -0.401494	 -0.403448, -0.405384	 -0.410932, -0.413128
-0.415305, -0.417467	 -0.419613, -0.421741	 -0.423852, -0.429476
-0.430864, -0.432226	 -0.433310, -0.434381	 -0.435434, -0.436838
-0.443042, -0.444575	 -0.446097, -0.447599	 -0.449085, -0.450938
-0.452761, -0.459204	 -0.461551, -0.463840	 -0.466103, -0.468950
-0.471774, -0.474569	 -0.484280, -0.488227	 -0.492131, -0.495996
-0.500181, -0.504327	 -0.508428, -0.524113	 -0.528634, -0.533099
-0.537279, -0.541402	 -0.545470, -0.549392	 -0.568950, -0.572174
-0.575169, -0.578115	 -0.581007, -0.583937	 -0.586536, -0.607812
-0.607478, -0.605794	 -0.604075, -0.602313	 -0.599013, -0.595679
-0.607534, -0.601245	 -0.594889, -0.588542	 -0.581623, -0.574713
-0.567822, -0.565375	 -0.558832, -0.552315	 -0.546123, -0.539962
-0.533836, -0.527937	 -0.517575, -0.512771	 -0.508511, -0.504266
-0.500055, -0.495871	 -0.492164, -0.480281	 -0.476954, -0.473535
-0.470152, -0.466802	 -0.463352, -0.459935	 -0.448158, -0.444692
-0.441276, -0.437896	 -0.434591, -0.431298	 -0.428034, -0.418458
-0.415747, -0.413070	 -0.410539, -0.408030	 -0.405542, -0.402947
-0.396640, -0.394050	 -0.391676, -0.389314	 -0.386964, -0.384683
-0.382413, -0.379754	 -0.376042, -0.372341	 -0.368653, -0.364567
-0.360497, -0.356208	 -0.349832, -0.343484	 -0.337162, -0.330787
-0.324433, -0.314313	 -0.305537, -0.296979	 -0.288486, -0.279332
-0.270312, -0.261383	 -0.230532, -0.221424	 -0.212421, -0.203146
-0.194485, -0.185895	 -0.177415, -0.133978	 -0.127003, -0.120269
-0.114357, -0.108445	 -0.102665, -0.097491	 -0.052780, -0.049998
-0.047716, -0.045553	 -0.043494, -0.041745	 -0.003968, -0.003618
-0.003768, -0.003905	 -0.004103, -0.004367	 -0.004699, 0.023211
0.022138, 0.020992	 0.019790, 0.018693	 0.017547, 0.038084
0.036334, 0.034477	 0.032585, 0.030419	 0.028180, 0.041516
0.039465, 0.037256	 0.035031, 0.032960	 0.030902, 0.028826
0.037153, 0.034796	 0.032373, 0.029852	 0.027326, 0.024795
0.022000, 0.025732	 0.022599, 0.019447	 0.016157, 0.012871
0.009592, 0.006277	 0.006332, 0.002932	 -0.000375, -0.003671
-0.006953, -0.010090	 -0.013214, -0.015963	 -0.018293, -0.020616
-0.022928, -0.025168	 -0.027399, -0.029618	 -0.032631, -0.034663
-0.036680, -0.038678	 -0.040494, -0.042296	 -0.044086, -0.048088
-0.049819, -0.051525	 -0.052887, -0.054226	 -0.055550, -0.056825
-0.062082, -0.063577	 -0.064881, -0.066171	 -0.067442, -0.068319
-0.069159, -0.074842	 -0.075286, -0.075560	 -0.075829, -0.076087
-0.076194, -0.076294	 -0.080973, -0.080612	 -0.080250, -0.079883
-0.079471, -0.079055	 -0.078634, -0.080012	 -0.080218, -0.080417
-0.080554, -0.081016	 -0.081474, -0.081929	 -0.082970, -0.084127
-0.085278, -0.086519	 -0.087753, -0.088980	 -0.090196, -0.092188
-0.093509, -0.094932	 -0.096344, -0.097741	 -0.099233, -0.100708
-0.106085, -0.107742	 -0.109363, -0.110964	 -0.112352, -0.113717
-0.115062, -0.123282	 -0.123793, -0.124263	 -0.124666, -0.124797
-0.124896, -0.124979	 -0.130478, -0.130290	 -0.130101, -0.129960
-0.129811, -0.129655	 -0.129726, -0.132709	 -0.133198, -0.133765
-0.134325, -0.134878	 -0.135677, -0.136467	 -0.139088, -0.140744
-0.142378, -0.144000	 -0.145708, -0.147780	 -0.149834, -0.155869
-0.158723, -0.161535	 -0.164316, -0.167264	 -0.170173, -0.173052
-0.185773, -0.187913	 -0.190059, -0.192300	 -0.194496, -0.196651
-0.199106, -0.214045	 -0.217725, -0.221836	 -0.225934, -0.229981
-0.234579, -0.239130	 -0.259031, -0.264077	 -0.269048, -0.273955
-0.278777, -0.283534	 -0.310097, -0.313290	 -0.316329, -0.319292
-0.321423, -0.323499	 -0.349048, -0.348095	 -0.346956, -0.345768
-0.343602, -0.341403	 -0.339157, -0.354491	 -0.349469, -0.344286
-0.338835, -0.333068	 -0.327335, -0.321606	 -0.321252, -0.312400
-0.303577, -0.293005	 -0.282485, -0.272020	 -0.259305, -0.241009
-0.224716, -0.208189	 -0.191784, -0.175495	 -0.159201, -0.143051
-0.106568, -0.101787	 -0.101895, -0.101979	 -0.102115, -0.104845
-0.107552, -0.089285	 -0.097046, -0.104875	 -0.112697, -0.120105
-0.127441, -0.134761	 -0.140316, -0.144414	 -0.148494, -0.152002
-0.155442, -0.158840	 -0.177189, -0.178292	 -0.179312, -0.178635
-0.177840, -0.176994	 -0.190622, -0.179869	 -0.169133, -0.155821
-0.142602, -0.129463	 -0.095614, -0.087944	 -0.080629, -0.081253
-0.081722, -0.082296	 -0.082239, -0.047246	 -0.069577, -0.092823
-0.054163, -0.015854	 0.022187, 0.058903	 0.138222, 0.112055
0.089116, 0.066196	 0.043342, 0.026617	 0.009949, -0.006929
-0.003352, 0.000184	 0.003725, 0.009673	 0.015610, 0.021526
0.032931, 0.042593	 0.052106, 0.059218	 0.066146, 0.072989
0.076741, 0.106954	 0.102705, 0.094464	 0.086196, 0.077901
0.069292, 0.057187	 0.063696, 0.048225	 0.035691, 0.023218
0.010808, 0.002417	 -0.005929, -0.019422	 -0.016508, -0.013570
-0.010628, -0.005847	 -0.001065, 0.003700	 0.007719, 0.013330
0.018914, 0.024828	 0.029115, 0.033363	 0.037567, 0.051551
0.049041, 0.046532	 0.042580, 0.038613	 0.034633, 0.029672
0.034445, 0.028753	 0.023250, 0.017762	 0.012290, 0.007551
0.002828, 0.000154	 -0.003624, -0.007385	 -0.011127, -0.015035
-0.018920, -0.022782	 -0.029674, -0.034498	 -0.039291, -0.044104
-0.048867, -0.053594	 -0.058387, -0.070708	 -0.075021, -0.079372
-0.083642, -0.087869	 -0.092056, -0.096667	 -0.113518, -0.118391
-0.122664, -0.126891	 -0.131062, -0.134535	 -0.138014, -0.157754
-0.158342, -0.158807	 -0.159232, -0.159022	 -0.158724, -0.158395
-0.173507, -0.171409	 -0.169295, -0.167169	 -0.164863, -0.162551
-0.160225, -0.169063	 -0.166422, -0.163791	 -0.161469, -0.159122
-0.156773, -0.154425	 -0.158665, -0.159005	 -0.159330, -0.160265
-0.161177, -0.162071	 -0.163479, -0.172987	 -0.174033, -0.174624
-0.175187, -0.175722	 -0.176346, -0.176243	 -0.187450, -0.185205
-0.181918, -0.178652	 -0.175381, -0.171741	 -0.168106, -0.170679
-0.171610, -0.172533	 -0.173448, -0.180949	 -0.188414, -0.195843
-0.215003, -0.184085	 -0.153282, -0.126596	 -0.100032, -0.073594
-0.047516, -0.015053	 0.007132, 0.028671	 0.050681, 0.072548
0.094282, 0.116250	 0.148991, 0.175409	 0.147229, 0.119175
0.091258, 0.080055	 0.068899, 0.054059	 0.052636, 0.051217
0.049804, 0.048617	 0.046682, 0.044757	 0.043559, 0.041958
0.040358, 0.038709	 0.037768, 0.036831	 0.035897, 0.036055
0.037592, 0.039390	 0.041294, 0.043180	 0.045046, 0.047645
0.057492, 0.061336	 0.065607, 0.069782	 0.073898, 0.078198
0.082433, 0.107437	 0.109821, 0.112050	 0.114200, 0.115253
0.116263, 0.117206	 0.145030, 0.141452	 0.137747, 0.132508
0.127233, 0.121936	 0.115321, 0.128787	 0.120388, 0.111871
0.103365, 0.094877	 0.086406, 0.078134	 0.077211, 0.069419
0.062004, 0.054624	 0.047279, 0.040273	 0.033305, 0.025193
0.019140, 0.013131	 0.007162, 0.001235	 -0.004373, -0.009943
-0.021214, -0.026768	 -0.032263, -0.037714	 -0.043446, -0.049134
-0.054775, -0.069725	 -0.075732, -0.081650	 -0.087521, -0.093307
-0.099032, -0.104698	 -0.125571, -0.130267	 -0.134864, -0.138661
-0.142451, -0.146181	 -0.149570, -0.171587	 -0.173524, -0.175248
-0.176871, -0.178447	 -0.179981, -0.181640	 -0.200398, -0.203764
-0.208544, -0.213257	 -0.217910, -0.223856	 -0.229731, -0.252330
-0.263418, -0.279768	 -0.295980, -0.312059	 -0.336472, -0.360696
-0.410202, -0.388437	 -0.366854, -0.345319	 -0.325394, -0.305536
-0.285733, -0.279078	 -0.257468, -0.235896	 -0.214397, -0.189692
-0.165103, -0.140612	 -0.115563, -0.129509	 -0.143393, -0.150605
-0.157760, -0.164858	 -0.168473, -0.184629	 -0.184510, -0.183416
-0.182254, -0.181066	 -0.178815, -0.176538	 -0.185220, -0.180460
-0.175700, -0.170945	 -0.165698, -0.160463	 -0.157875, -0.151589
-0.145385, -0.139224	 -0.133105, -0.127100	 -0.121147, -0.100768
-0.095947, -0.091302	 -0.086532, -0.082428	 -0.078313, -0.074213
-0.049160, -0.047302	 -0.045594, -0.044603	 -0.043673, -0.042802
-0.042548, -0.021387	 -0.022896, -0.025130	 -0.027408, -0.029721
-0.032671, -0.035654	 -0.022241, -0.027268	 -0.032351, -0.037443
-0.042721, -0.048026	 -0.053330, -0.049693	 -0.056006, -0.062328
-0.068903, -0.075473	 -0.082019, -0.088540	 -0.093653, -0.100815
-0.107935, -0.115050	 -0.122110, -0.129127	 -0.135931, -0.149334
-0.155227, -0.160780	 -0.166284, -0.171739	 -0.177138, -0.181937
-0.199205, -0.203190	 -0.206460, -0.209683	 -0.212855, -0.215677
-0.218455, -0.235225	 -0.236462, -0.237588	 -0.238682, -0.239553
-0.240390, -0.241197	 -0.254829, -0.255722	 -0.256579, -0.257402
-0.258660, -0.259889	 -0.261085, -0.274119	 -0.276160, -0.278128
-0.279976, -0.281786	 -0.283586, -0.285434	 -0.299826, -0.300538
-0.301151, -0.301195	 -0.301212, -0.301203	 -0.300890, -0.312367
-0.310661, -0.308545	 -0.306418, -0.304282	 -0.301833, -0.299375
-0.305179, -0.303126	 -0.301587, -0.300044	 -0.298499, -0.297424
-0.296348, -0.298199	 -0.299927, -0.301637	 -0.303335, -0.306203
-0.309051, -0.311877	 -0.317708, -0.325431	 -0.333108, -0.340736
-0.350692, -0.360587	 -0.370425, -0.393801	 -0.379111, -0.364461
-0.354971, -0.345514	 -0.336102, -0.327676	 -0.317848, -0.308439
-0.298948, -0.287728	 -0.276556, -0.265454	 -0.252158, -0.226360
-0.207548, -0.185385	 -0.163406, -0.141571	 -0.116772, -0.092126
-0.044297, -0.066230	 -0.088215, -0.110117	 -0.125706, -0.141222
-0.156667, -0.172900	 -0.176540, -0.180129	 -0.180082, -0.179958
-0.179830, -0.177736	 -0.191657, -0.186432	 -0.180204, -0.173983
-0.167770, -0.160618	 -0.153495, -0.145755	 -0.138061, -0.130492
-0.122997, -0.116059	 -0.109138, -0.081523	 -0.077780, -0.074173
-0.070646, -0.068316	 -0.066136, -0.038106	 -0.038183, -0.038474
-0.038814, -0.039423	 -0.040077, -0.040783	 -0.023193, -0.025089
-0.027021, -0.029073	 -0.031489, -0.033909	 -0.036367, -0.026339
-0.030795, -0.035428	 -0.040525, -0.045618	 -0.050703, -0.056397
-0.055579, -0.061944	 -0.068396, -0.074817	 -0.081210, -0.087347
-0.093448, -0.101660	 -0.106248, -0.110816	 -0.115347, -0.119965
-0.123876, -0.127751	 -0.140053, -0.142207	 -0.144305, -0.146370
-0.147944, -0.149482	 -0.150990, -0.161746	 -0.161969, -0.162147
-0.161707, -0.161230	 -0.160755, -0.159859	 -0.165286, -0.163700
-0.161982, -0.160272	 -0.158564, -0.156709	 -0.155235, -0.154761
-0.154233, -0.154531	 -0.154829, -0.155127	 -0.156191, -0.157252
-0.157599, -0.159762	 -0.161910, -0.164045	 -0.166292, -0.168522
-0.170736, -0.175596	 -0.177148, -0.178675	 -0.180183, -0.181205
-0.182210, -0.183197	 -0.189836, -0.189470	 -0.189077, -0.188168
-0.187222, -0.186289	 -0.185265, -0.187887	 -0.186686, -0.185489
-0.184537, -0.183586	 -0.182636, -0.182015	 -0.182650, -0.183277
-0.184357, -0.185429	 -0.186492, -0.187879	 -0.189255, -0.192799
-0.194208, -0.195587	 -0.196952, -0.198300	 -0.199650, -0.200994
-0.206644, -0.206807	 -0.206945, -0.207074	 -0.206536, -0.205981
-0.205422, -0.207231	 -0.205138, -0.203054	 -0.200806, -0.198605
-0.196418, -0.194248	 -0.188995, -0.187562	 -0.186110, -0.185187
-0.184281, -0.183394	 -0.183220, -0.175877	 -0.176477, -0.177124
-0.177785, -0.178462	 -0.179149, -0.179941	 -0.173759, -0.175410
-0.177259, -0.179111	 -0.180966, -0.183243	 -0.185521, -0.184767
-0.188243, -0.191692	 -0.195120, -0.198393	 -0.201636, -0.204854
-0.213504, -0.213234	 -0.212932, -0.212660	 -0.211421, -0.210155
-0.208877, -0.213039	 -0.210177, -0.207334	 -0.204249, -0.201164
-0.198085, -0.195139	 -0.195277, -0.192889	 -0.190496, -0.188377
-0.186261, -0.184153	 -0.182264, -0.181132	 -0.180060, -0.179417
-0.178772, -0.178129	 -0.177805, -0.177490	 -0.178770, -0.178529
-0.178270, -0.178002	 -0.177823, -0.177518	 -0.177204, -0.181106
-0.179491, -0.177841	 -0.176188, -0.174103	 -0.172018, -0.169938
-0.170898, -0.168100	 -0.165305, -0.162404	 -0.159515, -0.156639
-0.153841, -0.149831	 -0.147524, -0.145654	 -0.143811, -0.141987
-0.140095, -0.138964	 -0.132886, -0.133616	 -0.135224, -0.136846
-0.138471, -0.140918	 -0.143357, -0.143141	 -0.144939, -0.146728
-0.148506, -0.149440	 -0.150367, -0.151285	 -0.153613, -0.153104
-0.152580, -0.152005	 -0.151428, -0.150848	 -0.150271, -0.151342
-0.150173, -0.148960	 -0.147523, -0.146091	 -0.144665, -0.143136
-0.141061, -0.140436	 -0.140488, -0.140545	 -0.140607, -0.141372
-0.142148, -0.140938	 -0.143882, -0.146816	 -0.149738, -0.153004
-0.156253, -0.159486	 -0.165464, -0.167537	 -0.169588, -0.171046
-0.172485, -0.173904	 -0.180075, -0.179784	 -0.179469, -0.178824
-0.178161, -0.177490	 -0.178873, -0.176916	 -0.174965, -0.173027
-0.171101, -0.169185	 -0.167773, -0.164638	 -0.164351, -0.164876
-0.165397, -0.165922	 -0.166442, -0.167519	 -0.166068, -0.167853
-0.169899, -0.171936	 -0.173964, -0.176228	 -0.178477, -0.182393
-0.184115, -0.185806	 -0.187480, -0.188704	 -0.189910, -0.191099
-0.197955, -0.198371	 -0.198732, -0.198936	 -0.199137, -0.199321
-0.205347, -0.203896	 -0.202412, -0.200514	 -0.198595, -0.196678
-0.194671, -0.194943	 -0.193225, -0.191757	 -0.190296, -0.188842
-0.187823, -0.186811	 -0.184996, -0.186062	 -0.187127, -0.188190
-0.189315, -0.191172	 -0.193019, -0.195184	 -0.198372, -0.201531
-0.204668, -0.207872	 -0.211062, -0.214227	 -0.223638, -0.227132
-0.230561, -0.234404	 -0.238236, -0.242027	 -0.245952, -0.260700
-0.264364, -0.267573	 -0.270731, -0.273849	 -0.276842, -0.293178
-0.295241, -0.296810	 -0.298343, -0.299830	 -0.301142, -0.315913
-0.317100, -0.318703	 -0.320273, -0.321808	 -0.324385, -0.337425
-0.341708, -0.347719	 -0.353684, -0.359603	 -0.366191, -0.382457
-0.385745, -0.386102	 -0.386440, -0.386759	 -0.383452, -0.380130
-0.381675, -0.373919	 -0.366239, -0.358608	 -0.353413, -0.348212
-0.343061, -0.326400	 -0.340085, -0.353723	 -0.367106, -0.381408
-0.395674, -0.409896	 -0.414784, -0.425195	 -0.435579, -0.445221
-0.454835, -0.464421	 -0.471537, -0.477456	 -0.481853, -0.485062
-0.488251, -0.491415	 -0.494162, -0.503638	 -0.504170, -0.503790
-0.503338, -0.502849	 -0.501170, -0.514454	 -0.510654, -0.505913
-0.501086, -0.496233	 -0.490654, -0.501651	 -0.494503, -0.486719
-0.478927, -0.471146	 -0.462983, -0.454855	 -0.454406, -0.445081
-0.435790, -0.426544	 -0.416245, -0.405994	 -0.395796, -0.383198
-0.374764, -0.366390	 -0.359013, -0.351663	 -0.344376, -0.337905
-0.317706, -0.313817	 -0.311211, -0.308666	 -0.306158, -0.305056
-0.296060, -0.296836	 -0.298281, -0.299720	 -0.301154, -0.302886
-0.304739, -0.308922	 -0.310123, -0.311292	 -0.312440, -0.312871
-0.313269, -0.319142	 -0.319028, -0.318883	 -0.318726, -0.318464
-0.317937, -0.317401	 -0.320997, -0.320973	 -0.320935, -0.320738
-0.321483, -0.322224	 -0.322960, -0.324400	 -0.327645, -0.330878
-0.334686, -0.338476	 -0.342247, -0.346027	 -0.350958, -0.355206
-0.359539, -0.363846	 -0.368128, -0.373303	 -0.378460, -0.388314
-0.392878, -0.397392	 -0.401872, -0.405298	 -0.408694, -0.412055
-0.422583, -0.422583	 -0.422565, -0.422387	 -0.421155, -0.419917
-0.418675, -0.419963	 -0.417094, -0.414237	 -0.412129, -0.410035
-0.407954, -0.407207	 -0.403379, -0.407196	 -0.412328, -0.417446
-0.422548, -0.429343	 -0.436105, -0.440966	 -0.452214, -0.463412
-0.474549, -0.485625	 -0.496514, -0.507352	 -0.524366, -0.527912
-0.531405, -0.534863	 -0.535187, -0.535510	 -0.535814, -0.540396
-0.534656, -0.528938	 -0.522109, -0.515306	 -0.508529, -0.501588
-0.494043, -0.485475	 -0.476713, -0.467986	 -0.459309, -0.450959
-0.442640, -0.427558	 -0.419633, -0.411773	 -0.403958, -0.396589
-0.389286, -0.374197	 -0.367623, -0.361106	 -0.354633, -0.347981
-0.341371, -0.326743	 -0.319775, -0.312912	 -0.306104, -0.299406
-0.292807, -0.286268	 -0.266777, -0.261059	 -0.255441, -0.250101
-0.244824, -0.239608	 -0.234478, -0.214498	 -0.210708, -0.207107
-0.203972, -0.200884	 -0.197845, -0.195536	 -0.179546, -0.179020
-0.179267, -0.179478	 -0.179715, -0.180235	 -0.180772, -0.173857
-0.175559, -0.177258	 -0.178953, -0.181071	 -0.183176, -0.186916
-0.188051, -0.189135	 -0.190202, -0.190811	 -0.191401, -0.191975
-0.198381, -0.197863	 -0.197311, -0.196397	 -0.195456, -0.194507
-0.193255, -0.197203	 -0.195898, -0.194924	 -0.193941, -0.192952
-0.192614, -0.192278	 -0.195451, -0.196454	 -0.197445, -0.198427
-0.200077, -0.201715	 -0.203341, -0.206919	 -0.208558, -0.210184
-0.211687, -0.212977	 -0.214259, -0.215532	 -0.217388, -0.219103
-0.220813, -0.222451	 -0.224081, -0.225705	 -0.227661, -0.229441
-0.231962, -0.234276	 -0.236581, -0.238878	 -0.241592, -0.244296
-0.246932, -0.249169	 -0.251400, -0.253622	 -0.256283, -0.258935
-0.261576, -0.263045	 -0.266548, -0.270049	 -0.273534, -0.277062
-0.280569, -0.284060	 -0.287367, -0.292101	 -0.296816, -0.302159
-0.307477, -0.312765	 -0.318021, -0.323735	 -0.330834, -0.337895
-0.345275, -0.352616	 -0.359917, -0.367752	 -0.378612, -0.387640
-0.396959, -0.406223	 -0.415431, -0.424535	 -0.433053, -0.449281
-0.456832, -0.463858	 -0.470834, -0.477757	 -0.484352, -0.490899
-0.506828, -0.512054	 -0.517214, -0.522329	 -0.526803, -0.531237
-0.535630, -0.548735	 -0.550647, -0.552517	 -0.553441, -0.554344
-0.555222, -0.554739	 -0.561049, -0.558470	 -0.554933, -0.551403
-0.547879, -0.544323	 -0.540913, -0.539545	 -0.536119, -0.532707
-0.529308, -0.525908	 -0.522139, -0.518388	 -0.513117, -0.508539
-0.503983, -0.499559	 -0.494743, -0.489947	 -0.483208, -0.476766
-0.470347, -0.463451	 -0.456583, -0.449744	 -0.441870, -0.433832
-0.425839, -0.417452	 -0.409106, -0.400806	 -0.386932, -0.378206
-0.369575, -0.360975	 -0.352459, -0.344003	 -0.324689, -0.316697
-0.308817, -0.301271	 -0.293799, -0.286388	 -0.279077, -0.257112
-0.251365, -0.245901	 -0.240798, -0.235744	 -0.230752, -0.226252
-0.207263, -0.203842	 -0.200808, -0.197813	 -0.194860, -0.192210
-0.189598, -0.176091	 -0.174398, -0.172749	 -0.171130, -0.169684
-0.168266, -0.166869	 -0.158812, -0.157812	 -0.156848, -0.156056
-0.155267, -0.154511	 -0.154014, -0.148561	 -0.148670, -0.148926
-0.149189, -0.149458	 -0.149983, -0.148121	 -0.148852, -0.149977
-0.151094, -0.152203	 -0.154466, -0.158716	 -0.160561, -0.160761
-0.160952, -0.161132	 -0.161453, -0.161763	 -0.166192, -0.165150
-0.164075, -0.162998	 -0.161695, -0.160389	 -0.159082, -0.160002
-0.158113, -0.156229	 -0.154483, -0.152745	 -0.151016, -0.149296
-0.146193, -0.145265	 -0.144354, -0.143934	 -0.143521, -0.143118
-0.143672, -0.140514	 -0.142676, -0.145557	 -0.148451, -0.151341
-0.155179, -0.159007	 -0.159578, -0.165752	 -0.171911, -0.178044
-0.184988, -0.191901	 -0.198783, -0.208313	 -0.217519, -0.226666
-0.236259, -0.245797	 -0.255279, -0.264672	 -0.282589, -0.291777
-0.301057, -0.310274	 -0.319420, -0.328463	 -0.337715, -0.360278
-0.369219, -0.378008	 -0.386725, -0.395366	 -0.404055, -0.412669
-0.437260, -0.445051	 -0.452721, -0.460321	 -0.467558, -0.474725
-0.481823, -0.504937	 -0.510596, -0.516124	 -0.521395, -0.526615
-0.531767, -0.538115	 -0.560238, -0.568684	 -0.577924, -0.587078
-0.596150, -0.605074	 -0.614495, -0.641944	 -0.653060, -0.666283
-0.679401, -0.692416	 -0.707351, -0.722165	 -0.759464, -0.777427
-0.795191, -0.812811	 -0.830837, -0.848703	 -0.866425, -0.912664
-0.923485, -0.934100	 -0.937953, -0.941717	 -0.945392, -0.948840
-0.972105, -0.963476	 -0.954754, -0.948410	 -0.942101, -0.935780
-0.931195, -0.943303	 -0.939378, -0.934563	 -0.929782, -0.924972
-0.919663, -0.914332	 -0.926307, -0.916200	 -0.906065, -0.895907
-0.884180, -0.872438	 -0.878563, -0.864691	 -0.850679, -0.836690
-0.822236, -0.807781	 -0.793368, -0.786932	 -0.770940, -0.754999
-0.738794, -0.722652	 -0.706576, -0.686024	 -0.669878, -0.653792
-0.637927, -0.622155	 -0.606483, -0.574476	 -0.560552, -0.546768
-0.533755, -0.520789	 -0.507944, -0.473270	 -0.463022, -0.453052
-0.443705, -0.434454	 -0.425304, -0.416661	 -0.385822, -0.378339
-0.371209, -0.364159	 -0.357193, -0.350571	 -0.344026, -0.317661
-0.312001, -0.306413	 -0.300900, -0.295547	 -0.290274, -0.266038
-0.261502, -0.257101	 -0.252764, -0.248644	 -0.244592, -0.221390
-0.218284, -0.215299	 -0.212372, -0.209839	 -0.207366, -0.186263
-0.185242, -0.184276	 -0.183358, -0.182635	 -0.181962, -0.166215
-0.164372, -0.162672	 -0.161016, -0.159790	 -0.158622, -0.147375
-0.145967, -0.144596	 -0.143254, -0.141376	 -0.139556, -0.127143
-0.125376, -0.123683	 -0.122025, -0.120101	 -0.118248, -0.116430
-0.102029, -0.100379	 -0.098812, -0.097883	 -0.096952, -0.096060
-0.095741, -0.082271	 -0.082223, -0.082750	 -0.083311, -0.083900
-0.084109, -0.084346	 -0.071722, -0.073059	 -0.074495, -0.075913
-0.077794, -0.079678	 -0.081582, -0.073486	 -0.076895, -0.080340
-0.083908, -0.087486	 -0.091068, -0.094620	 -0.091725, -0.095888
-0.100378, -0.104865	 -0.109348, -0.113768	 -0.118898, -0.119568
-0.126142, -0.133196	 -0.140229, -0.147235	 -0.154919, -0.162574
-0.170130, -0.178868	 -0.187568, -0.196223	 -0.205215, -0.214157
-0.223046, -0.238047	 -0.245853, -0.253582	 -0.261309, -0.268975
-0.276585, -0.284108	 -0.301534, -0.309027	 -0.316306, -0.323531
-0.330697, -0.338272	 -0.345787, -0.365040	 -0.373640, -0.382129
-0.390544, -0.399900	 -0.409216, -0.418458	 -0.442135, -0.452501
-0.462745, -0.472863	 -0.483187, -0.493429	 -0.503582, -0.533121
-0.545012, -0.556664	 -0.568917, -0.581133	 -0.593242, -0.605325
-0.640717, -0.652242	 -0.663677, -0.674987	 -0.686218, -0.697444
-0.708545, -0.747812	 -0.757197, -0.766389	 -0.775470, -0.784374
-0.793287, -0.802094	 -0.841186, -0.846949	 -0.852537, -0.858021
-0.862106, -0.866182	 -0.870170, -0.899465	 -0.895030, -0.890571
-0.882527, -0.874407	 -0.866275, -0.858441	 -0.869534, -0.863414
-0.857343, -0.854479	 -0.851591, -0.848570	 -0.846150, -0.855130
-0.853126, -0.850821	 -0.848497, -0.846233	 -0.842765, -0.849525
-0.843801, -0.838037	 -0.832267, -0.826582	 -0.820714, -0.823433
-0.817355, -0.811314	 -0.805280, -0.799361	 -0.793167, -0.786987
-0.785717, -0.777922	 -0.770135, -0.762363	 -0.753301, -0.744262
-0.738913, -0.726658	 -0.714429, -0.702108	 -0.689263, -0.676471
-0.659795, -0.645657	 -0.631630, -0.617701	 -0.603873, -0.590136
